6.133491654036357099e-01,1.843699976477568114e+00,2.710909822158606430e-01
1.136447627051515141e+00,-1.738331868174650907e+00,7.071347443209271555e-01
3.038613146488246611e-02,7.650019773845077031e-01,8.676652180131120273e-01
-2.256250117810418843e+00,-4.436027396060995831e-01,-6.700232805994619234e-01
1.521641900056982799e-01,-1.940533397169716734e+00,-1.090508667481699501e+00
1.001920703527667600e+00,1.768924460523685627e-01,-1.088014541416646663e+00
-2.532173670554681011e-01,1.098273057725845492e+00,-1.839566785967980955e+00
-2.114286135422598634e-01,-2.296632432908108090e-01,1.869794144690470894e-01
5.037794661678846042e-01,1.910342501588042863e+00,5.537811944266112230e-01
-5.874814673275584598e-01,1.257949942945930433e+00,-8.586683980979281650e-01
4.361870953416942531e-01,1.571463051309722747e+00,1.077314881367669175e+00
8.110896766545228065e-01,-2.231537638721763361e+00,-1.010025173053764325e-01
-5.873750665492240008e-01,1.324868271478720327e+00,8.406484781380934024e-01
2.611061815629574512e-01,7.944416483012171071e-01,-6.496164865120334087e-01
6.342845103835338394e-01,9.500266247483306337e-02,-1.683206807014817619e+00
3.440461379949239507e-01,7.071580306332684307e-01,1.193414585140634143e+00
5.273885275650069815e-01,1.006703923922336097e+00,-1.732327332083274607e+00
-3.734121628503217494e-01,-1.425103970801691600e-01,-3.297423647625177812e-01
-8.904211949649969149e-02,-5.773962487387679365e-01,7.361654792450188500e-01
-9.912055484724832111e-01,1.251746116962838273e-01,7.315271317349800184e-02
1.439372343795365383e-01,-9.477243177250659345e-01,1.399229924685350790e+00
-2.261237263545348708e-01,-1.438854164846784078e+00,8.013010182970272677e-01
-3.331445933704887431e-03,-9.694155765742591691e-02,-9.587145005100078388e-02
3.954369639302889872e-01,-5.324304212791321905e-02,-7.734995824944582710e-01
-1.419185507893644171e+00,3.034519325946295476e-01,-1.518206705189434791e+00
1.119707725248869412e+00,-9.538609617541665697e-01,-8.496140219658459003e-01
-9.818996930473791185e-01,-1.363077668155705080e+00,-7.725985596624938001e-01
-2.836254522565110348e-01,-2.327604042701149734e+00,-2.445227490778701274e+00
-7.158649273235087040e-01,8.833968424560668664e-01,-1.300439856600082766e+00
-7.633908407864095635e-02,1.430556815579963503e+00,-1.323408583223880886e+00
-4.383561661667589870e-01,-7.431524811887654236e-01,8.919675819978968301e-01
4.638727652285197234e-01,6.176608467347871612e-01,2.496417062759853422e+00
1.629475222809066981e+00,-9.904470169040013872e-02,-2.019919552581609101e-01
-1.448825888669768691e+00,-1.714164687432545131e+00,-4.964157077787356015e-02
-1.299395463382525095e+00,6.253554293826842914e-01,-7.917192877228302894e-01
-5.829433945049773413e-01,-1.552680541059163977e+00,2.110153524218902454e+00
7.588295490231017348e-01,-7.099302410695835786e-01,1.511470321461562960e-01
1.323091307981186127e+00,-9.278250742269076312e-01,1.906598682706118320e+00
-1.032174894412793753e+00,-1.773614832714968947e-01,-1.650378395647165153e+00
-2.538511126054626921e+00,1.010090780535822574e+00,8.570209201339346050e-02
-1.733860980314530176e+00,-1.640601205129941231e+00,1.145361399656915191e+00
-1.505951085227210107e-01,1.431443247096578331e+00,6.365867682363025581e-01
-6.656284755383752583e-02,3.232998076825626538e-02,-5.550736472466473170e-01
9.778610922900819735e-02,-6.098498200988441975e-02,8.375166726589021726e-01
-1.634184410760800565e-01,8.235554918687381099e-01,9.206322907748945017e-01
1.807626069823803638e-01,-1.312968333999183557e+00,-1.604767060522833688e-01
