0.000000000000000000e+00,0.000000000000000000e+00,8.594869372670372876e-01
0.000000000000000000e+00,7.902724765144544250e-01,-9.743404672840221270e-01
7.506657265085119324e-01,0.000000000000000000e+00,-9.561559115809137310e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.788189703467880420e-01
0.000000000000000000e+00,-7.906793010043329240e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-8.960862340717277164e-01
0.000000000000000000e+00,8.930563129353665808e-01,9.122508050302886584e-01
0.000000000000000000e+00,9.154541425397826337e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.154833375190558620e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.571310212734969181e-01,0.000000000000000000e+00,-7.762311113309581234e-01
0.000000000000000000e+00,9.920243949732858724e-01,8.288729471822458006e-01
9.037256628108136791e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.690381542870502241e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.580052271872300462e-01,7.941476634863635642e-01,0.000000000000000000e+00
